"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mtus1",0.847375761251206,0.052330116572057,0.587,0.601,1,"0","Mtus1"
"Erlin1",0.847451320703302,-0.0324913164938379,0.287,0.291,1,"0","Erlin1"
"Lingo3",0.847677088604087,0.00601492365951639,0.028,0.026,1,"0","Lingo3"
"Stk38",0.847751809060898,0.0327632224851213,0.685,0.705,1,"0","Stk38"
"Atg16l2",0.848027434740119,-0.0345384187044786,0.181,0.185,1,"0","Atg16l2"
"Ssr3",0.848168587373685,0.00132882936744716,1,0.998,1,"0","Ssr3"
"Rlbp1",0.848195375877474,-0.0459896844345309,0.109,0.106,1,"0","Rlbp1"
"Nkx6-2",0.848815120165419,0.536529640358297,0.005,0.004,1,"0","Nkx6-2"
"Gdpd5",0.849730854365873,-0.0301320436199159,0.247,0.253,1,"0","Gdpd5"
"Ddit3",0.849914588859439,0.0369586308677852,0.275,0.271,1,"0","Ddit3"
"Sik2",0.850484316418394,0.0864840288243545,0.328,0.33,1,"0","Sik2"
"Gm45184",0.85058317381858,0.302064386721273,0.005,0.004,1,"0","Gm45184"
"Tceanc",0.850739532155475,-0.0373776718538639,0.079,0.081,1,"0","Tceanc"
"Fgd6",0.851007056270467,-0.0426735910741747,0.146,0.15,1,"0","Fgd6"
"Gpn2",0.851328585378939,0.00998382586246249,0.532,0.551,1,"0","Gpn2"
"Stk4",0.851735716430149,0.0590999476357733,0.545,0.551,1,"0","Stk4"
"Tmem255b",0.85233608074541,-0.159563672392381,0.104,0.106,1,"0","Tmem255b"
"Adora2b",0.852729350428266,-0.0791296575857761,0.038,0.04,1,"0","Adora2b"
"Fn1",0.852791386282035,0.117376032607221,0.367,0.385,1,"0","Fn1"
"Kcnh7",0.852941346914206,-0.615473453086754,0.005,0.004,1,"0","Kcnh7"
"Atg2b",0.853265660565684,0.0272997886028481,0.285,0.293,1,"0","Atg2b"
"Cntfr",0.853550647131406,0.128723710310529,0.534,0.557,1,"0","Cntfr"
"Nrp1",0.853701871672928,-0.144771778692911,0.576,0.542,1,"0","Nrp1"
"Fam174a",0.853841950475352,-0.0102581573366313,0.718,0.731,1,"0","Fam174a"
"Elf1",0.854079358551425,0.0289655260479016,0.295,0.302,1,"0","Elf1"
"Gm17655",0.854253674391527,-0.0645525257261363,0.055,0.057,1,"0","Gm17655"
"Gse1",0.854361026485331,0.0572681859937697,0.551,0.577,1,"0","Gse1"
"Eif2ak3",0.854473089958711,0.0532254644403531,0.304,0.302,1,"0","Eif2ak3"
"Dip2c",0.854527087381498,0.0573875957781759,0.502,0.509,1,"0","Dip2c"
"Ube2z",0.854574449566761,0.0117750911803034,0.765,0.764,1,"0","Ube2z"
"Gm14286",0.85470123083446,-0.17874088270859,0.042,0.044,1,"0","Gm14286"
"Abl2",0.854965728804854,0.0923812254974414,0.454,0.463,1,"0","Abl2"
"Gm48551",0.855197667973212,-0.0711529368629429,0.066,0.068,1,"0","Gm48551"
"Rnf123",0.855211552512973,0.0725825405985066,0.216,0.214,1,"0","Rnf123"
"Rsph3a",0.855343036616573,-0.0484328603628597,0.172,0.176,1,"0","Rsph3a"
"1110019D14Rik",0.855593666003426,-0.0297367666529542,0.137,0.141,1,"0","1110019D14Rik"
"Rmdn1",0.855754803057041,0.064345207456121,0.505,0.526,1,"0","Rmdn1"
"Afmid",0.856090075383626,0.00978175358243671,0.037,0.035,1,"0","Afmid"
"Ppp1r13l",0.856416166361986,-0.0155182378901242,0.079,0.081,1,"0","Ppp1r13l"
"Ipo13",0.856620159522625,0.0174445168896156,0.54,0.537,1,"0","Ipo13"
"Tigd2",0.856837481846698,0.0210193482744849,0.581,0.588,1,"0","Tigd2"
"Tmem51",0.857233821293524,-0.223519566920951,0.099,0.101,1,"0","Tmem51"
"Zfp523",0.85786010620454,0.0434896290781795,0.623,0.661,1,"0","Zfp523"
"Gm39090",0.85806880268658,-0.142825230637814,0.156,0.159,1,"0","Gm39090"
"Adar",0.858089534326822,0.035631404425615,0.263,0.26,1,"0","Adar"
"Rabep1",0.858130854525669,0.0211132792866002,0.848,0.846,1,"0","Rabep1"
"Cdk2ap2",0.858145419995018,-0.0291898893801994,0.872,0.883,1,"0","Cdk2ap2"
"Pdha1",0.858260195162752,-0.0165717614077234,0.996,0.998,1,"0","Pdha1"
"Galnt7",0.858264828692277,0.0179545369710422,0.734,0.744,1,"0","Galnt7"
"Rtraf",0.858502111841213,0.00492099340445806,1,1,1,"0","Rtraf"
"Car5b",0.858554246505711,-0.0796837943472992,0.081,0.084,1,"0","Car5b"
"Rab1a",0.858682894340447,0.000418282894841138,0.994,0.985,1,"0","Rab1a"
"Itgb1bp2",0.858708704234095,0.0110681513858024,0.042,0.04,1,"0","Itgb1bp2"
"Atp2a2",0.86022549683795,0.00978175358243627,0.974,0.982,1,"0","Atp2a2"
"Thnsl2",0.860245340858646,0.0796719653848257,0.198,0.196,1,"0","Thnsl2"
"Matn2",0.860600975552812,0.199573336238603,0.309,0.317,1,"0","Matn2"
"Slain1",0.860759239732508,0.109329502370875,0.422,0.454,1,"0","Slain1"
"Zfp345",0.860818942842958,-0.0784454294292996,0.07,0.073,1,"0","Zfp345"
"Pax7",0.861035807039975,0.314137219021849,0.121,0.121,1,"0","Pax7"
"Nudt17",0.861045524402858,0.0254454536084179,0.119,0.123,1,"0","Nudt17"
"Vps39",0.861366882189537,-0.0063073846901831,0.29,0.295,1,"0","Vps39"
"2810001G20Rik",0.861475117734032,0.0650251894204246,0.465,0.487,1,"0","2810001G20Rik"
"Nagpa",0.861645785217566,0.0290458923148578,0.275,0.282,1,"0","Nagpa"
"Tmem250-ps",0.862216260058682,0.0477824548964434,0.422,0.441,1,"0","Tmem250-ps"
"Kcnh2",0.862349369587942,-0.0624058029154639,0.158,0.161,1,"0","Kcnh2"
"Snap47",0.862727158492318,-0.000779884771443751,0.914,0.907,1,"0","Snap47"
"Trabd2b",0.862895506884982,-0.978043532471461,0.004,0.004,1,"0","Trabd2b"
"Mlip",0.862895506884982,-1.29997162735882,0.004,0.004,1,"0","Mlip"
"Card10",0.862895506884982,-0.978043532471461,0.004,0.004,1,"0","Card10"
"Creb3",0.862925250196699,0.0635981912418769,0.673,0.698,1,"0","Creb3"
"Rnf182",0.863031709996613,0.155547119406349,0.257,0.264,1,"0","Rnf182"
"Scly",0.863204926182734,0.0249118015238634,0.355,0.352,1,"0","Scly"
"Pgf",0.863600082363127,0.00851093646358692,0.149,0.145,1,"0","Pgf"
"Dyrk1b",0.863767860759896,0.126064870869277,0.324,0.328,1,"0","Dyrk1b"
"1810024B03Rik",0.864186623726158,-0.0287883312165895,0.23,0.233,1,"0","1810024B03Rik"
"Halr1",0.864224933136349,0.112239827841257,0.335,0.335,1,"0","Halr1"
"Spidr",0.864260088854752,0.0646008049370321,0.339,0.335,1,"0","Spidr"
"Fdxr",0.864301724114217,0.0116145233070793,0.488,0.5,1,"0","Fdxr"
"Cdk5r2",0.864877529036334,-0.563006033192617,0.004,0.004,1,"0","Cdk5r2"
"Rhof",0.864877529036334,-0.563006033192617,0.004,0.004,1,"0","Rhof"
"Sftpc",0.864877529036334,-0.563006033192617,0.004,0.004,1,"0","Sftpc"
"Vrk3",0.865174113057098,0.000761766963079946,0.852,0.868,1,"0","Vrk3"
"Tbc1d5",0.865250308474798,-0.0215286766611987,0.41,0.419,1,"0","Tbc1d5"
"St7l",0.865283901720698,0.0558252234304581,0.59,0.617,1,"0","St7l"
"Cacna1g",0.865303715410674,0.017040977114422,0.159,0.163,1,"0","Cacna1g"
"Gm17660",0.865501893448283,-0.062932430057975,0.042,0.04,1,"0","Gm17660"
"Sh2b1",0.865571232218559,0.0181426144136561,0.637,0.663,1,"0","Sh2b1"
"Il6st",0.866118573751317,0.0834548717851146,0.528,0.544,1,"0","Il6st"
"Setd4",0.866395625854644,0.0501075078426876,0.119,0.117,1,"0","Setd4"
"Abhd11",0.866561368147076,0.0501641696670527,0.781,0.78,1,"0","Abhd11"
"Pign",0.866776589087357,-0.00313451343429194,0.227,0.231,1,"0","Pign"
"Tm9sf4",0.867222732584208,0.0358893971017116,0.732,0.762,1,"0","Tm9sf4"
"Zfp619",0.867695584970393,-0.0813832821641465,0.064,0.066,1,"0","Zfp619"
"Zfp281",0.868245523259564,0.0679548922490504,0.606,0.617,1,"0","Zfp281"
"Ddx23",0.868280112922919,0.0025911426616072,0.369,0.363,1,"0","Ddx23"
"Sec24b",0.868445014461303,0.0108508485821667,0.646,0.672,1,"0","Sec24b"
"Bud31",0.868499449101583,0.00302815821411251,0.987,0.996,1,"0","Bud31"
"2810402E24Rik",0.868624351446467,0.0192773673326569,0.278,0.284,1,"0","2810402E24Rik"
"Dyrk1a",0.869355059678967,0.064149812989663,0.694,0.733,1,"0","Dyrk1a"
"Gm26982",0.869381527020845,-0.097342460843806,0.036,0.037,1,"0","Gm26982"
"Lcmt1",0.86947653487026,-0.0128089506321383,0.907,0.936,1,"0","Lcmt1"
"Rnf31",0.86965396843075,0.0261564560578238,0.201,0.207,1,"0","Rnf31"
"Derl1",0.870709535413839,0.0320122556999196,0.941,0.945,1,"0","Derl1"
"Asxl2",0.870725331897499,0.0598789506722922,0.718,0.742,1,"0","Asxl2"
"Sdsl",0.870823456494944,-0.0140228295770277,0.059,0.057,1,"0","Sdsl"
"Hoxaas3",0.871145283635381,0.0497906757252639,0.451,0.452,1,"0","Hoxaas3"
"Rbsn",0.871384860615753,0.0556624048155079,0.454,0.458,1,"0","Rbsn"
"Furin",0.871465225202497,0.062103615786806,0.3,0.3,1,"0","Furin"
"Rybp",0.871721379504389,0.0189445769964331,0.41,0.419,1,"0","Rybp"
"Recql5",0.871765318024514,0.0336382725761739,0.238,0.233,1,"0","Recql5"
"Eaf1",0.871831896276031,-0.0431962119967126,0.361,0.361,1,"0","Eaf1"
"Nmrk1",0.871937477177273,-0.013120379676173,0.212,0.216,1,"0","Nmrk1"
"Atp13a3",0.872041511357291,0.00243038618256053,0.776,0.8,1,"0","Atp13a3"
"Tbc1d8",0.872149671044077,0.0234384348297692,0.246,0.242,1,"0","Tbc1d8"
"Hdac6",0.872289096765767,-0.0208283989682581,0.321,0.326,1,"0","Hdac6"
"Tbcel",0.872501240582885,0.095746728242897,0.459,0.476,1,"0","Tbcel"
"Cdk20",0.87263495272935,-0.0293240374151549,0.092,0.095,1,"0","Cdk20"
"Fam120c",0.87271730763483,-0.0736788115219711,0.187,0.189,1,"0","Fam120c"
"2310022B05Rik",0.872755725341488,0.0556815899726706,0.485,0.507,1,"0","2310022B05Rik"
"Gab3",0.872780049837678,-0.0530942377327226,0.064,0.066,1,"0","Gab3"
"Ufl1",0.872987294604282,0.0459353304629783,0.668,0.703,1,"0","Ufl1"
"Necab2",0.873142868429976,0.0485915940320052,0.291,0.291,1,"0","Necab2"
"Txndc16",0.873302733402911,0.138103407996891,0.37,0.379,1,"0","Txndc16"
"Hmgxb3",0.873448217541728,0.0737836854858809,0.365,0.383,1,"0","Hmgxb3"
"Tmem55b",0.87363585256297,0.00936121351484587,0.752,0.773,1,"0","Tmem55b"
"1110059E24Rik",0.873817084783703,0.0537870017976447,0.857,0.892,1,"0","1110059E24Rik"
"Ptpn9",0.873965486033783,0.0355668990471915,0.567,0.606,1,"0","Ptpn9"
"Dhx38",0.87405899636173,0.0731935672650833,0.587,0.615,1,"0","Dhx38"
"Klhl3",0.874382394461702,-0.0691914205296569,0.079,0.081,1,"0","Klhl3"
"Mrps12",0.874595905590106,0.0217167972828025,0.977,0.989,1,"0","Mrps12"
"Nek1",0.874664076757626,0.0341483291630276,0.34,0.352,1,"0","Nek1"
"Zkscan5",0.875197665913038,0.0494144630352853,0.316,0.317,1,"0","Zkscan5"
"Asrgl1",0.875270250052149,0.0699054289732199,0.522,0.535,1,"0","Asrgl1"
"Ube2l6",0.875420912534181,0.0304015357847951,0.148,0.145,1,"0","Ube2l6"
"Hras",0.875456820149132,-0.0147184395427167,0.997,0.996,1,"0","Hras"
"Tubgcp2",0.875882753569533,0.0151552997607951,0.614,0.645,1,"0","Tubgcp2"
"Fsd1",0.87617520489767,0.0207646499961665,0.317,0.324,1,"0","Fsd1"
"Angel2",0.876538415259846,-0.00634035552758516,0.79,0.806,1,"0","Angel2"
"Slc43a1",0.876596199133718,0.014953079790776,0.212,0.216,1,"0","Slc43a1"
"Rnf113a2",0.877020456891638,0.0717817741912199,0.609,0.639,1,"0","Rnf113a2"
"Tnrc6a",0.877281872741182,0.0122913782850849,0.961,0.958,1,"0","Tnrc6a"
"Zc4h2",0.877342193545764,-0.0814731221268674,0.273,0.275,1,"0","Zc4h2"
"Gla",0.877418897798771,-0.00949317109651404,0.361,0.368,1,"0","Gla"
"Dynlrb2",0.877449259806776,-0.00779087586551341,0.03,0.029,1,"0","Dynlrb2"
"Fitm2",0.878048796688504,0.0205144933546317,0.268,0.267,1,"0","Fitm2"
"Qdpr",0.87929629898078,-0.0995193998129018,0.937,0.874,1,"0","Qdpr"
"Ica1",0.87940102292385,0.108195318465995,0.208,0.207,1,"0","Ica1"
"Setd5",0.879450219620514,0.0174532623148764,0.946,0.945,1,"0","Setd5"
"Gm13830",0.879681004176153,-0.107326549416428,0.04,0.042,1,"0","Gm13830"
"2900089D17Rik",0.879896144319053,-0.00403874100440582,0.035,0.033,1,"0","2900089D17Rik"
"Ndufs4",0.880021176330124,0.0136612856412777,1,1,1,"0","Ndufs4"
"Cnnm3",0.880123630203814,0.0383509057792073,0.359,0.357,1,"0","Cnnm3"
"Ago3",0.880294870290132,0.0170643128207619,0.349,0.355,1,"0","Ago3"
"Exoc3",0.880394945377682,0.00367111450078894,0.804,0.793,1,"0","Exoc3"
"Bsdc1",0.880539806079724,0.0486592610680106,0.435,0.438,1,"0","Bsdc1"
"Zfp110",0.880927672782017,0.119676288050693,0.381,0.394,1,"0","Zfp110"
"Mcat",0.880973681613316,0.0120455397886553,0.489,0.485,1,"0","Mcat"
"Rab29",0.881009933487968,0.104125009109365,0.162,0.161,1,"0","Rab29"
"Plcb4",0.881074623154019,0.0885988089132407,0.432,0.436,1,"0","Plcb4"
"Eda",0.88116174281317,-0.0584169489354811,0.114,0.117,1,"0","Eda"
"Virma",0.881283055516585,0.032243785936739,0.672,0.689,1,"0","Virma"
"Upf3b",0.881338320918664,-0.00284486354488567,0.951,0.956,1,"0","Upf3b"
"Gsta2",0.881537918916854,-0.001127145584503,0.039,0.037,1,"0","Gsta2"
"Sfmbt2",0.88162612470777,-0.0935207498913977,0.051,0.053,1,"0","Sfmbt2"
"9530077C05Rik",0.881920556532819,0.0167947624127596,0.27,0.278,1,"0","9530077C05Rik"
"Irak4",0.882115173272222,-0.0629324300579746,0.084,0.086,1,"0","Irak4"
"Nat8l",0.882131908555962,0.0540386472323133,0.358,0.366,1,"0","Nat8l"
"Nebl",0.882274711877615,0.256421721165562,0.096,0.095,1,"0","Nebl"
"Fgf13",0.882328720684033,-0.10565772905581,0.091,0.093,1,"0","Fgf13"
"Gm10561",0.882361919620615,-0.0983377661891733,0.097,0.099,1,"0","Gm10561"
"Pacrg",0.882754455334909,-0.162089642158426,0.17,0.172,1,"0","Pacrg"
"Fam53c",0.882912891440232,0.0371695614750457,0.454,0.46,1,"0","Fam53c"
"Micall2",0.883242951031553,0.00309744027722214,0.048,0.046,1,"0","Micall2"
"Lmbrd2",0.883533101145774,0.0649801199887999,0.433,0.447,1,"0","Lmbrd2"
"Lmf1",0.883603413198459,0.00950594761551898,0.666,0.683,1,"0","Lmf1"
"Zc3h7a",0.883872876804616,0.00655299891344154,0.548,0.566,1,"0","Zc3h7a"
"Hspb6",0.884119163669196,0.0700159235883673,0.328,0.341,1,"0","Hspb6"
"Fam58b",0.884149932144412,0.0074315096706985,0.74,0.764,1,"0","Fam58b"
"C030037D09Rik",0.884268533610372,0.0350521251402216,0.185,0.189,1,"0","C030037D09Rik"
"Foxk2",0.884643557429547,0.0207254989889351,0.746,0.764,1,"0","Foxk2"
"Esyt2",0.884830360106254,0.0409846389198215,0.425,0.434,1,"0","Esyt2"
"Wdr91",0.885303355999543,0.10107259984052,0.34,0.346,1,"0","Wdr91"
"Tank",0.885522256046232,0.00029971146078285,0.629,0.656,1,"0","Tank"
"Slc8b1",0.88572775284016,-0.0629324300579746,0.062,0.064,1,"0","Slc8b1"
"Rc3h1",0.885873904025426,0.0250293015781617,0.557,0.568,1,"0","Rc3h1"
"Nbeal2",0.885897025767334,-0.0705556712609998,0.093,0.095,1,"0","Nbeal2"
"Rnf7",0.885898919240749,0.00605068837662248,1,1,1,"0","Rnf7"
"Mzt2",0.886311868172757,-0.0115364409434772,0.765,0.769,1,"0","Mzt2"
"Cnpy1",0.886984350215203,-0.0116743103527419,0.066,0.064,1,"0","Cnpy1"
"4930452B06Rik",0.887187316825668,0.13398308526265,0.181,0.189,1,"0","4930452B06Rik"
"Gm7694",0.887459696950786,-0.0093876607998431,0.202,0.205,1,"0","Gm7694"
"Tlk2",0.887797959079831,-0.00768118606953705,0.665,0.687,1,"0","Tlk2"
"Acad9",0.887867981739732,0.04825413842135,0.548,0.575,1,"0","Acad9"
"Tceal9",0.888025595175726,0.00861842620345277,0.999,1,1,"0","Tceal9"
"Iba57",0.888054832372856,0.0875448091561153,0.18,0.178,1,"0","Iba57"
"Igsf21",0.888058214044744,0.0110038587303896,0.357,0.368,1,"0","Igsf21"
"Phf19",0.888229073841264,-0.0484328603628597,0.062,0.064,1,"0","Phf19"
"Usp35",0.888311924967259,0.0347805078861221,0.133,0.137,1,"0","Usp35"
"Homez",0.888460531674232,0.00837806102799776,0.231,0.236,1,"0","Homez"
"H3f3a",0.888719587166628,0.00921026442376061,1,1,1,"0","H3f3a"
"Atr",0.889049151601539,0.0630136758137236,0.329,0.328,1,"0","Atr"
"Dennd1a",0.889939550641556,0.0422125040771408,0.46,0.471,1,"0","Dennd1a"
"Capn10",0.890083780251849,0.0681677326566743,0.502,0.515,1,"0","Capn10"
"Acot2",0.890207472052769,-0.012808950632138,0.296,0.297,1,"0","Acot2"
"Mtx2",0.89056018662803,0.0172678217349094,0.958,0.971,1,"0","Mtx2"
"Mon2",0.891427773747597,0.0210522399584243,0.604,0.626,1,"0","Mon2"
"Kcng1",0.891670770702366,0.136376378165432,0.172,0.172,1,"0","Kcng1"
"Snhg10",0.892023715137361,-0.101425947976744,0.119,0.121,1,"0","Snhg10"
"Ddx46",0.89213665952578,0.0293583706355065,0.885,0.923,1,"0","Ddx46"
"Lrpprc",0.892189311142238,-0.000937204824451157,0.636,0.63,1,"0","Lrpprc"
"Vcam1",0.892324859020202,0.0584823435536523,0.15,0.148,1,"0","Vcam1"
"Taf4b",0.892741822090459,-0.0125030032148346,0.217,0.214,1,"0","Taf4b"
"Rer1",0.892801080971308,0.00350537177016141,1,1,1,"0","Rer1"
"Susd6",0.892981973799119,0.0533978147313035,0.562,0.566,1,"0","Susd6"
"Rhbdd1",0.89318050124267,0.0198301664201503,0.192,0.189,1,"0","Rhbdd1"
"Itga9",0.893214577272871,0.0365686286425744,0.671,0.659,1,"0","Itga9"
"Rgs7bp",0.893251279014963,0.163000348983722,0.28,0.291,1,"0","Rgs7bp"
"Mblac2",0.893765658892698,-0.0784454294292991,0.176,0.178,1,"0","Mblac2"
"Scg2",0.893955130752483,-0.200435953807909,0.003,0.002,1,"0","Scg2"
"Tacc2",0.894272514830565,0.0309661639977161,0.818,0.839,1,"0","Tacc2"
"Jph1",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Jph1"
"Cd28",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Cd28"
"Brinp3",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Brinp3"
"Lmx1b",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Lmx1b"
"Bbox1",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Bbox1"
"Thbs1",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Thbs1"
"Mgarp",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Mgarp"
"Gm11412",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Gm11412"
"Ltbr",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Ltbr"
"Vstm4",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Vstm4"
"Scara5",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Scara5"
"Gm49165",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Gm49165"
"Rgl3",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Rgl3"
"Gm48362",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Gm48362"
"Gm16794",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Gm16794"
"Slc13a5",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Slc13a5"
"Gm34590",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Gm34590"
"Dennd3",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Dennd3"
"AC163720.3",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","AC163720.3"
"Cyp1b1",0.894375086957803,-0.463470359641703,0.003,0.002,1,"0","Cyp1b1"
"Rbm5",0.894555621100125,0.030380988056548,0.926,0.949,1,"0","Rbm5"
"Tbc1d9",0.895100360848676,-0.0381645249090323,0.163,0.165,1,"0","Tbc1d9"
"Pex1",0.895218151584621,0.0122630713246941,0.238,0.233,1,"0","Pex1"
"Adamts6",0.895355454327197,-0.00156625532488519,0.206,0.203,1,"0","Adamts6"
"Pomgnt2",0.895526865816515,-0.0198637081660888,0.286,0.289,1,"0","Pomgnt2"
"Faah",0.89553380971613,0.00338073827339813,0.239,0.244,1,"0","Faah"
"Anxa1",0.895598681486524,0.289889672775172,0.056,0.055,1,"0","Anxa1"
"Prr32",0.896055465016137,-1.04843286036286,0.003,0.002,1,"0","Prr32"
"Phlda3",0.896227295671487,-0.0785461868439357,0.906,0.892,1,"0","Phlda3"
"Hipk1",0.896238445455183,0.0339838455831104,0.668,0.7,1,"0","Hipk1"
"Kcnd3os",0.896566036406412,0.0151459354116454,0.181,0.185,1,"0","Kcnd3os"
"Fkbp1b",0.897337348395542,0.0116145233070792,0.081,0.079,1,"0","Fkbp1b"
"Tanc2",0.897497336577539,0.0764042515509147,0.275,0.278,1,"0","Tanc2"
"Rchy1",0.897681627228697,-0.0299127723920614,0.881,0.907,1,"0","Rchy1"
"Slc41a2",0.898329367000088,0.0104608286907086,0.077,0.075,1,"0","Slc41a2"
"Smndc1",0.898403909324126,0.0100168542170131,0.844,0.848,1,"0","Smndc1"
"Tmem222",0.898655298056326,0.00699518192103765,0.915,0.921,1,"0","Tmem222"
"Phb",0.898926790908589,-0.00564493808890276,0.997,0.998,1,"0","Phb"
"AC174678.1",0.898991584732582,-0.0484328603628592,0.019,0.018,1,"0","AC174678.1"
"Tnip1",0.899053408247666,0.0359695096628994,0.294,0.291,1,"0","Tnip1"
"Lysmd1",0.899133063511879,-0.00718987813097804,0.199,0.203,1,"0","Lysmd1"
"Gm14403",0.899187440000901,-0.119135851706062,0.089,0.09,1,"0","Gm14403"
"Ankrd11",0.899293971914939,0.0167182346964698,0.999,0.996,1,"0","Ankrd11"
"Atp6v1g2",0.899586376265936,0.0236587627595388,0.236,0.233,1,"0","Atp6v1g2"
"Mcoln1",0.900650928934108,-0.00978272353920984,0.27,0.273,1,"0","Mcoln1"
"Abhd3",0.900667919539302,-0.0526823333642175,0.071,0.073,1,"0","Abhd3"
"Cilp2",0.900701237074402,-0.0791296575857761,0.038,0.04,1,"0","Cilp2"
"Pcdhb11",0.900788050768488,0.0500203859464148,0.278,0.278,1,"0","Pcdhb11"
"Disp2",0.900808531303546,-0.0629324300579746,0.075,0.077,1,"0","Disp2"
"Spdya",0.900811528150319,-0.0580830303965789,0.086,0.088,1,"0","Spdya"
"Tmed4",0.9016130873433,0.0137288575080285,0.967,0.971,1,"0","Tmed4"
"Tbck",0.901822940348198,0.0677601571416633,0.339,0.344,1,"0","Tbck"
"Psd3",0.903105232276712,0.0674591629946348,0.367,0.372,1,"0","Psd3"
"Hook1",0.903143030259781,-1.37036095525022,0.002,0.002,1,"0","Hook1"
"Rasl11a",0.903518863200034,0.275269767393851,0.275,0.278,1,"0","Rasl11a"
"Pum1",0.904086703947678,-0.00846912092567087,0.967,0.982,1,"0","Pum1"
"Inha",0.904360417423344,-0.0264065540328611,0.027,0.026,1,"0","Inha"
"Wnt6",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Wnt6"
"Dhtkd1",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Dhtkd1"
"Eng",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Eng"
"Pde1a",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Pde1a"
"1700003F12Rik",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","1700003F12Rik"
"Plp2",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Plp2"
"Vegfd",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Vegfd"
"Bhlhe22",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Bhlhe22"
"Postn",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Postn"
"Lekr1",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Lekr1"
"Kcnn3",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Kcnn3"
"Ctsk",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Ctsk"
"Hist2h4",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Hist2h4"
"Lrriq3",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Lrriq3"
"1700055D18Rik",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","1700055D18Rik"
"2310074N15Rik",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","2310074N15Rik"
"Ccdc8",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Ccdc8"
"Fbxo17",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Fbxo17"
"Hpn",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Hpn"
"Lin7b",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Lin7b"
"Otud7a",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Otud7a"
"Hapln3",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Hapln3"
"Ccdc89",0.904553583394591,-0.785398454529065,0.002,0.002,1,"0","Ccdc89"
